path	expected	detector	max_seconds	mode	notes
cnfgen_regression_pack/cnfgen_cases/count_m9_p2_unsat.cnf	UNSAT	any	60	solve	counting easy counting partition principle
cnfgen_regression_pack/cnfgen_cases/eq2_rand3cnf_v12_m42_planted_sat.cnf	SAT	any	60	solve	planted_randkcnf_transform moderate satisfiability-preserving CNFgen transformation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v10_m30_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v10_m30_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v10_m40_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v10_m40_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v10_m50_s1.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v10_m50_s2.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v11_m33_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v11_m33_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v11_m44_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v11_m44_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v11_m55_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v11_m55_s2.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v12_m36_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v12_m36_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v12_m48_s1.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v12_m48_s2.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v12_m60_s1.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v12_m60_s2.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v13_m39_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v13_m39_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v13_m52_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v13_m52_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v13_m65_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v13_m65_s2.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v14_m42_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v14_m42_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v14_m56_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v14_m56_s2.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v14_m70_s1.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v14_m70_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v15_m45_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v15_m45_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v15_m60_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v15_m60_s2.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v15_m75_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v15_m75_s2.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v16_m48_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v16_m48_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v16_m64_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v16_m64_s2.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v16_m80_s1.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v16_m80_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v8_m24_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v8_m24_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v8_m32_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v8_m32_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v8_m40_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v8_m40_s2.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v9_m27_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v9_m27_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v9_m36_s1.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v9_m36_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v9_m45_s1.cnf	UNSAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/exact_random3cnf_v9_m45_s2.cnf	SAT	any	60	solve	exact_small_randkcnf easy status brute-forced during generation
cnfgen_regression_pack/cnfgen_cases/flip_cliquecoloring_n5_k5_c4_unsat.cnf	UNSAT	any	60	solve	clique_coloring_transform moderate satisfiability-preserving CNFgen transformation
cnfgen_regression_pack/cnfgen_cases/flip_php_p6_h6_sat.cnf	SAT	any	60	solve	pigeonhole_transform moderate satisfiability-preserving CNFgen transformation
cnfgen_regression_pack/cnfgen_cases/kclique_k4_complete4_sat.cnf	SAT	any	60	solve	clique easy known clique instance
cnfgen_regression_pack/cnfgen_cases/kclique_k4_empty8_unsat.cnf	UNSAT	any	60	solve	clique easy known clique instance
cnfgen_regression_pack/cnfgen_cases/kclique_k5_complete8_sat.cnf	SAT	any	60	solve	clique easy known clique instance
cnfgen_regression_pack/cnfgen_cases/kclique_k6_complete5_unsat.cnf	UNSAT	any	60	solve	clique easy known clique instance
cnfgen_regression_pack/cnfgen_cases/kcolor_k2_empty24_sat.cnf	SAT	any	60	solve	graph_coloring easy known graph-coloring instance
cnfgen_regression_pack/cnfgen_cases/kcolor_k2_grid3x3_sat.cnf	SAT	any	60	solve	graph_coloring easy known graph-coloring instance
cnfgen_regression_pack/cnfgen_cases/kcolor_k3_complete3_sat.cnf	SAT	any	60	solve	graph_coloring easy known graph-coloring instance
cnfgen_regression_pack/cnfgen_cases/kcolor_k3_complete4_unsat.cnf	UNSAT	any	60	solve	graph_coloring easy known graph-coloring instance
cnfgen_regression_pack/cnfgen_cases/kcolor_k4_complete4_sat.cnf	SAT	any	60	solve	graph_coloring easy known graph-coloring instance
cnfgen_regression_pack/cnfgen_cases/kcolor_k4_complete5_unsat.cnf	UNSAT	any	60	solve	graph_coloring easy known graph-coloring instance
cnfgen_regression_pack/cnfgen_cases/matching_complete8_sat.cnf	SAT	any	60	solve	matching easy perfect matching principle
cnfgen_regression_pack/cnfgen_cases/matching_complete9_unsat.cnf	UNSAT	any	60	solve	matching easy perfect matching principle
cnfgen_regression_pack/cnfgen_cases/matching_empty6_unsat.cnf	UNSAT	any	60	solve	matching easy perfect matching principle
cnfgen_regression_pack/cnfgen_cases/matching_grid4x4_sat.cnf	SAT	any	60	solve	matching easy perfect matching principle
cnfgen_regression_pack/cnfgen_cases/or2_rand3cnf_v12_m42_planted_sat.cnf	SAT	any	60	solve	planted_randkcnf_transform moderate satisfiability-preserving CNFgen transformation
cnfgen_regression_pack/cnfgen_cases/ordering_no_minimum_n10_unsat.cnf	UNSAT	any	60	solve	ordering moderate ordering principle
cnfgen_regression_pack/cnfgen_cases/ordering_no_minimum_n12_unsat.cnf	UNSAT	any	60	solve	ordering moderate ordering principle
cnfgen_regression_pack/cnfgen_cases/ordering_no_minimum_n13_unsat.cnf	UNSAT	any	60	solve	ordering moderate ordering principle
cnfgen_regression_pack/cnfgen_cases/ordering_no_minimum_n6_unsat.cnf	UNSAT	any	60	solve	ordering easy ordering principle
cnfgen_regression_pack/cnfgen_cases/ordering_no_minimum_n8_unsat.cnf	UNSAT	any	60	solve	ordering easy ordering principle
cnfgen_regression_pack/cnfgen_cases/parity_n12_sat.cnf	SAT	any	60	solve	parity easy parity principle
cnfgen_regression_pack/cnfgen_cases/parity_n13_unsat.cnf	UNSAT	any	60	solve	parity easy parity principle
cnfgen_regression_pack/cnfgen_cases/parity_n16_sat.cnf	SAT	any	60	solve	parity easy parity principle
cnfgen_regression_pack/cnfgen_cases/parity_n8_sat.cnf	SAT	any	60	solve	parity easy parity principle
cnfgen_regression_pack/cnfgen_cases/parity_n9_unsat.cnf	UNSAT	any	60	solve	parity easy parity principle
cnfgen_regression_pack/cnfgen_cases/peb_path12_unsat.cnf	UNSAT	any	60	solve	pebbling easy pebbling formula
cnfgen_regression_pack/cnfgen_cases/peb_pyramid4_unsat.cnf	UNSAT	any	60	solve	pebbling easy pebbling formula
cnfgen_regression_pack/cnfgen_cases/peb_tree4_unsat.cnf	UNSAT	any	60	solve	pebbling easy pebbling formula
cnfgen_regression_pack/cnfgen_cases/php_p12_h11_unsat.cnf	UNSAT	any	60	solve	pigeonhole moderate plain pigeonhole principle
cnfgen_regression_pack/cnfgen_cases/php_p15_h14_unsat.cnf	UNSAT	any	60	solve	pigeonhole moderate plain pigeonhole principle
cnfgen_regression_pack/cnfgen_cases/php_p16_h15_unsat.cnf	UNSAT	any	60	solve	pigeonhole moderate plain pigeonhole principle
cnfgen_regression_pack/cnfgen_cases/php_p16_h16_sat.cnf	SAT	any	60	solve	pigeonhole moderate plain pigeonhole principle
cnfgen_regression_pack/cnfgen_cases/php_p5_h5_sat.cnf	SAT	any	60	solve	pigeonhole easy plain pigeonhole principle
cnfgen_regression_pack/cnfgen_cases/php_p6_h5_unsat.cnf	UNSAT	any	60	solve	pigeonhole easy plain pigeonhole principle
cnfgen_regression_pack/cnfgen_cases/php_p8_h8_sat.cnf	SAT	any	60	solve	pigeonhole easy plain pigeonhole principle
cnfgen_regression_pack/cnfgen_cases/php_p9_h8_unsat.cnf	UNSAT	any	60	solve	pigeonhole easy plain pigeonhole principle
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v120_m260_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v120_m260_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v120_m260_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v180_m360_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v180_m360_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v180_m360_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v240_m520_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf stress CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v240_m520_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf stress CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v240_m520_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf stress CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v50_m120_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v50_m120_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v50_m120_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v50_m60_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v50_m60_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v50_m60_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v80_m160_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v80_m160_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand2cnf_v80_m160_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v120_m510_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v120_m510_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v120_m510_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v200_m860_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf stress CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v200_m860_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf stress CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v200_m860_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf stress CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v30_m90_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v30_m90_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v30_m90_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v320_m1360_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf stress CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v320_m1360_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf stress CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v320_m1360_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf stress CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v500_m2000_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf stress CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v500_m2000_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf stress CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v500_m2000_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf stress CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v60_m240_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v60_m240_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v60_m240_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v90_m380_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v90_m380_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3cnf_v90_m380_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3xor_v128_e180_s1_sat.cnf	SAT	any	60	solve	planted_randkxor stress CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3xor_v128_e180_s2_sat.cnf	SAT	any	60	solve	planted_randkxor stress CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3xor_v24_e24_s1_sat.cnf	SAT	any	60	solve	planted_randkxor easy CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3xor_v24_e24_s2_sat.cnf	SAT	any	60	solve	planted_randkxor easy CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3xor_v32_e40_s1_sat.cnf	SAT	any	60	solve	planted_randkxor easy CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3xor_v32_e40_s2_sat.cnf	SAT	any	60	solve	planted_randkxor easy CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3xor_v48_e64_s1_sat.cnf	SAT	any	60	solve	planted_randkxor easy CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3xor_v48_e64_s2_sat.cnf	SAT	any	60	solve	planted_randkxor easy CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3xor_v64_e90_s1_sat.cnf	SAT	any	60	solve	planted_randkxor moderate CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3xor_v64_e90_s2_sat.cnf	SAT	any	60	solve	planted_randkxor moderate CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3xor_v96_e128_s1_sat.cnf	SAT	any	60	solve	planted_randkxor moderate CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand3xor_v96_e128_s2_sat.cnf	SAT	any	60	solve	planted_randkxor moderate CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4cnf_v120_m900_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4cnf_v120_m900_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4cnf_v120_m900_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4cnf_v180_m1440_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4cnf_v180_m1440_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4cnf_v180_m1440_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4cnf_v40_m180_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4cnf_v40_m180_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4cnf_v40_m180_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf easy CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4cnf_v80_m520_s1_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4cnf_v80_m520_s2_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4cnf_v80_m520_s3_sat.cnf	SAT	any	60	solve	planted_randkcnf moderate CNFgen planted random k-CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4xor_v128_e120_s1_sat.cnf	SAT	any	60	solve	planted_randkxor stress CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4xor_v128_e120_s2_sat.cnf	SAT	any	60	solve	planted_randkxor stress CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4xor_v24_e18_s1_sat.cnf	SAT	any	60	solve	planted_randkxor easy CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4xor_v24_e18_s2_sat.cnf	SAT	any	60	solve	planted_randkxor easy CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4xor_v48_e36_s1_sat.cnf	SAT	any	60	solve	planted_randkxor easy CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4xor_v48_e36_s2_sat.cnf	SAT	any	60	solve	planted_randkxor easy CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4xor_v64_e56_s1_sat.cnf	SAT	any	60	solve	planted_randkxor moderate CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4xor_v64_e56_s2_sat.cnf	SAT	any	60	solve	planted_randkxor moderate CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4xor_v96_e90_s1_sat.cnf	SAT	any	60	solve	planted_randkxor moderate CNFgen planted random XOR encoded as CNF
cnfgen_regression_pack/cnfgen_cases/planted_rand4xor_v96_e90_s2_sat.cnf	SAT	any	60	solve	planted_randkxor moderate CNFgen planted random XOR encoded as CNF
